mode_rail,vtt_chf_per_hour_rail,base_vtt_chf_per_hour_rail,mean_net_benefit_rows_rail,median_net_benefit_rows_rail,share_positive_rows_rail,mean_net_benefit_developments_rail,median_net_benefit_developments_rail,share_positive_developments_rail,positive_developments_rail,total_developments_rail,total_rows_rail,mode_road,vtt_chf_per_hour_road,base_vtt_chf_per_hour_road,mean_net_benefit_rows_road,median_net_benefit_rows_road,share_positive_rows_road,mean_net_benefit_developments_road,median_net_benefit_developments_road,share_positive_developments_road,positive_developments_road,total_developments_road,total_rows_road,combined_mean_net_benefit_developments,delta_mean_net_benefit_developments,delta_share_positive_developments
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,28.215,31.4,-4301534603.915996,-1128174086.3538113,0.10047619047619048,-4301534603.915995,-3967376663.8623643,0.01904761904761905,2,105,2100,-4306644392.580389,4296424815.2516,0.21172161172161175
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,28.32875,31.4,-4314500683.779103,-1128436425.5764236,0.10047619047619048,-4314500683.779103,-3981358720.643106,0.01904761904761905,2,105,2100,-4319610472.443498,4309390895.114709,0.21172161172161175
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,28.4425,31.4,-4327466763.642212,-1128721958.5330625,0.10047619047619048,-4327466763.642211,-3995340777.423848,0.01904761904761905,2,105,2100,-4332576552.306605,4322356974.977817,0.21172161172161175
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,28.55625,31.4,-4340432843.505318,-1129007491.4897013,0.10047619047619048,-4340432843.505319,-4009322834.20459,0.01904761904761905,2,105,2100,-4345542632.169713,4335323054.840924,0.21172161172161175
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,28.67,31.4,-4353398923.368427,-1129293024.4463398,0.10047619047619048,-4353398923.368427,-4019144236.3541107,0.01904761904761905,2,105,2100,-4358508712.032822,4348289134.704033,0.21172161172161175
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,28.78375,31.4,-4366365003.231536,-1129578557.4029787,0.10047619047619048,-4366365003.231535,-4028344187.013256,0.01904761904761905,2,105,2100,-4371474791.895929,4361255214.567141,0.21172161172161175
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,28.8975,31.4,-4379331083.094643,-1129864090.3596172,0.10047619047619048,-4379331083.094644,-4040200881.5714808,0.01904761904761905,2,105,2100,-4384440871.759038,4374221294.430249,0.21172161172161175
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,29.01125,31.4,-4392297162.957751,-1130149623.316256,0.10047619047619048,-4392297162.957751,-4052944831.792468,0.01904761904761905,2,105,2100,-4397406951.622146,4387187374.293357,0.21172161172161175
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,29.125,31.4,-4405263242.820859,-1130435156.2728949,0.10047619047619048,-4405263242.82086,-4065688782.0134554,0.01904761904761905,2,105,2100,-4410373031.485254,4400153454.156466,0.21172161172161175
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,29.23875,31.4,-4418229322.683968,-1130720689.2295337,0.10047619047619048,-4418229322.683967,-4078432732.2344427,0.01904761904761905,2,105,2100,-4423339111.348361,4413119534.019572,0.21172161172161175
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,29.3525,31.4,-4431195402.547075,-1131006222.1861722,0.10047619047619048,-4431195402.547075,-4091176682.4554305,0.01904761904761905,2,105,2100,-4436305191.21147,4426085613.882681,0.21172161172161175
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,29.46625,31.4,-4444161482.410184,-1131318836.6494703,0.10047619047619048,-4444161482.410183,-4103920632.6764183,0.01904761904761905,2,105,2100,-4449271271.074577,4439051693.745789,0.21172161172161175
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,29.58,31.4,-4457127562.273292,-1131652692.5152984,0.10047619047619048,-4457127562.273292,-4116664582.897405,0.01904761904761905,2,105,2100,-4462237350.937686,4452017773.608897,0.21172161172161175
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,29.69375,31.4,-4470093642.136399,-1131986548.3811264,0.10047619047619048,-4470093642.1364,-4129408533.118394,0.01904761904761905,2,105,2100,-4475203430.800795,4464983853.472006,0.21172161172161175
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,29.8075,31.4,-4483059721.999507,-1132399643.9010806,0.10047619047619048,-4483059721.999507,-4142152483.339381,0.01904761904761905,2,105,2100,-4488169510.663901,4477949933.335113,0.21172161172161175
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,29.92125,31.4,-4496025801.862616,-1133220640.7194252,0.10047619047619048,-4496025801.862616,-4154896433.5603685,0.01904761904761905,2,105,2100,-4501135590.52701,4490916013.198221,0.21172161172161175
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,30.035,31.4,-4508991881.725723,-1134041637.53777,0.10047619047619048,-4508991881.725723,-4167640383.781356,0.01904761904761905,2,105,2100,-4514101670.390118,4503882093.061329,0.21172161172161175
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,30.14875,31.4,-4521957961.588831,-1134862634.3561149,0.10047619047619048,-4521957961.588832,-4180384334.0023437,0.01904761904761905,2,105,2100,-4527067750.253226,4516848172.9244375,0.21172161172161175
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,30.2625,31.4,-4534924041.45194,-1136086734.2343452,0.10047619047619048,-4534924041.45194,-4193128284.2233315,0.01904761904761905,2,105,2100,-4540033830.116334,4529814252.787545,0.21172161172161175
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,30.37625,31.4,-4547890121.315047,-1137684027.005255,0.10047619047619048,-4547890121.315047,-4205872234.4443183,0.01904761904761905,2,105,2100,-4552999909.979442,4542780332.650653,0.21172161172161175
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,30.49,31.4,-4560856201.178155,-1138628306.1565766,0.10047619047619048,-4560856201.178156,-4218616184.665306,0.01904761904761905,2,105,2100,-4565965989.84255,4555746412.5137615,0.21172161172161175
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,30.603749999999998,31.4,-4573822281.041263,-1139454162.9291048,0.10047619047619048,-4573822281.041264,-4231360134.886294,0.01904761904761905,2,105,2100,-4578932069.705658,4568712492.376869,0.21172161172161175
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,30.7175,31.4,-4586788360.904371,-1139439918.655672,0.10047619047619048,-4586788360.904372,-4244104085.1072817,0.01904761904761905,2,105,2100,-4591898149.568767,4581678572.239978,0.21172161172161175
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,30.831249999999997,31.4,-4599754440.76748,-1138061295.3365622,0.10047619047619048,-4599754440.767479,-4256848035.3282685,0.01904761904761905,2,105,2100,-4604864229.431873,4594644652.103085,0.21172161172161175
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,30.945,31.4,-4612720520.630588,-1137330797.4304318,0.10047619047619048,-4612720520.630588,-4269591985.5492563,0.01904761904761905,2,105,2100,-4617830309.294982,4607610731.966193,0.21172161172161175
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,31.05875,31.4,-4625686600.493696,-1137579405.5205877,0.10047619047619048,-4625686600.493695,-4282335935.7702436,0.01904761904761905,2,105,2100,-4630796389.15809,4620576811.829301,0.21172161172161175
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,31.1725,31.4,-4638652680.356804,-1137828013.6107433,0.10047619047619048,-4638652680.356805,-4295079885.991232,0.01904761904761905,2,105,2100,-4643762469.021199,4633542891.69241,0.21172161172161175
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,31.28625,31.4,-4651618760.219912,-1138076621.7008991,0.10047619047619048,-4651618760.219912,-4307823836.212219,0.01904761904761905,2,105,2100,-4656728548.884306,4646508971.555517,0.21172161172161175
Rail,17.7025,15.2,-5109788.664394644,-5090052.251679543,0.24358974358974358,-5109788.664394643,-5051929.63150303,0.23076923076923078,9,39,780,Road,31.4,31.4,-4664584840.083019,-1138335947.347439,0.10047619047619048,-4664584840.083019,-4320567786.433207,0.01904761904761905,2,105,2100,-4669694628.747414,4659475051.418625,0.21172161172161175
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,26.85,31.4,-4145941645.5586987,-1128380906.1848278,0.10047619047619048,-4145941645.558698,-3830177839.9219346,0.01904761904761905,2,105,2100,-4150982736.5430245,4140900554.574372,0.21172161172161175
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,26.96375,31.4,-4158907725.421807,-1128629514.274984,0.10047619047619048,-4158907725.421807,-3842950509.708068,0.01904761904761905,2,105,2100,-4163948816.406133,4153866634.4374804,0.21172161172161175
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,27.0775,31.4,-4171873805.2849145,-1128878122.3651395,0.10047619047619048,-4171873805.284915,-3855723179.4942007,0.01904761904761905,2,105,2100,-4176914896.2692413,4166832714.3005886,0.21172161172161175
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,27.19125,31.4,-4184839885.1480227,-1129126730.455295,0.10047619047619048,-4184839885.148023,-3868495849.2803345,0.01904761904761905,2,105,2100,-4189880976.1323495,4179798794.163697,0.21172161172161175
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,27.305,31.4,-4197805965.011131,-1129375338.5454507,0.10047619047619048,-4197805965.0111313,-3881268519.0664682,0.01904761904761905,2,105,2100,-4202847055.9954576,4192764874.026805,0.21172161172161175
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,27.418750000000003,31.4,-4210772044.8742394,-1129623946.6356063,0.10047619047619048,-4210772044.8742385,-3893495777.8551016,0.01904761904761905,2,105,2100,-4215813135.858565,4205730953.889912,0.21172161172161175
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,27.532500000000002,31.4,-4223738124.7373476,-1129872554.725762,0.10047619047619048,-4223738124.7373466,-3901909725.170789,0.01904761904761905,2,105,2100,-4228779215.721673,4218697033.7530203,0.21172161172161175
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,27.646250000000002,31.4,-4236704204.600455,-1130121162.8159175,0.10047619047619048,-4236704204.6004553,-3910323672.4864755,0.01904761904761905,2,105,2100,-4241745295.5847816,4231663113.616129,0.21172161172161175
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,27.76,31.4,-4249670284.463563,-1130369770.9060733,0.10047619047619048,-4249670284.463563,-3918737619.802162,0.01904761904761905,2,105,2100,-4254711375.4478893,4244629193.4792366,0.21172161172161175
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,27.87375,31.4,-4262636364.32667,-1130618378.996229,0.10047619047619048,-4262636364.326671,-3927151567.117849,0.01904761904761905,2,105,2100,-4267677455.3109975,4257595273.3423448,0.21172161172161175
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,27.9875,31.4,-4275602444.189779,-1130053142.5673504,0.10047619047619048,-4275602444.1897793,-3939412550.3008804,0.01904761904761905,2,105,2100,-4280643535.1741056,4270561353.205453,0.21172161172161175
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,28.10125,31.4,-4288568524.052887,-1128985213.0862138,0.10047619047619048,-4288568524.0528865,-3953394607.081622,0.01904761904761905,2,105,2100,-4293609615.037213,4283527433.06856,0.21172161172161175
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,28.215,31.4,-4301534603.915996,-1128174086.3538113,0.10047619047619048,-4301534603.915995,-3967376663.8623643,0.01904761904761905,2,105,2100,-4306575694.900321,4296493512.931668,0.21172161172161175
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,28.32875,31.4,-4314500683.779103,-1128436425.5764236,0.10047619047619048,-4314500683.779103,-3981358720.643106,0.01904761904761905,2,105,2100,-4319541774.76343,4309459592.794777,0.21172161172161175
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,28.4425,31.4,-4327466763.642212,-1128721958.5330625,0.10047619047619048,-4327466763.642211,-3995340777.423848,0.01904761904761905,2,105,2100,-4332507854.626537,4322425672.657885,0.21172161172161175
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,28.55625,31.4,-4340432843.505318,-1129007491.4897013,0.10047619047619048,-4340432843.505319,-4009322834.20459,0.01904761904761905,2,105,2100,-4345473934.489645,4335391752.520992,0.21172161172161175
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,28.67,31.4,-4353398923.368427,-1129293024.4463398,0.10047619047619048,-4353398923.368427,-4019144236.3541107,0.01904761904761905,2,105,2100,-4358440014.352754,4348357832.384101,0.21172161172161175
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,28.78375,31.4,-4366365003.231536,-1129578557.4029787,0.10047619047619048,-4366365003.231535,-4028344187.013256,0.01904761904761905,2,105,2100,-4371406094.215861,4361323912.247209,0.21172161172161175
Rail,17.95375,15.2,-5041090.984326262,-4994934.688592524,0.24358974358974358,-5041090.984326263,-4975243.224164649,0.23076923076923078,9,39,780,Road,28.8975,31.4,-4379331083.094643,-1129864090.3596172,0.10047619047619048,-4379331083.094644,-4040200881.5714808,0.01904761904761905,2,105,2100,-4384372174.07897,4374289992.110317,0.21172161172161175
